Unique ID,Case name,Bus name,Bus voltage [kV],Run#,Tswitch_a [s],Tswitch_b [s],Tswitch_c [s],Fault_type,Fault_time [s],LGp [kV],LGr [kV],LLp [kV],LLr [kV],LGrm [kV],LLrm [kV],LLs [kV],LLe [kV],LGp [pu],LGr [pu],LLp [pu],LLr [pu],LGrm [pu],LLrm [pu],LLs [pu],LLe [pu],TOV_dur [s]
C29_S3_N2_F_MM_400_ONT4_2,C29_S3_N2_F,MM_400_ONT4,400,2.0,2.101,2.101,2.101,None,102.101,328.0,230.9,567.3,400.0,228.0,394.6,400.0,399.0,1.004,1.0,1.003,1.0,0.987,0.986,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_3,C29_S3_N2_F,MM_400_ONT4,400,3.0,2.102,2.102,2.102,None,102.102,328.5,230.9,567.6,400.0,228.2,394.6,400.0,399.1,1.006,1.0,1.003,1.0,0.988,0.986,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_4,C29_S3_N2_F,MM_400_ONT4,400,4.0,2.103,2.103,2.103,None,102.103,328.8,231.0,567.7,400.0,228.3,395.1,400.0,399.1,1.007,1.0,1.004,1.0,0.989,0.988,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_5,C29_S3_N2_F,MM_400_ONT4,400,5.0,2.104,2.104,2.104,None,102.104,328.7,231.0,567.9,400.0,228.5,395.8,400.0,399.2,1.006,1.0,1.004,1.0,0.989,0.99,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_6,C29_S3_N2_F,MM_400_ONT4,400,6.0,2.105,2.105,2.105,None,102.105,327.9,231.0,567.9,400.1,228.8,396.7,400.0,399.3,1.004,1.0,1.004,1.0,0.991,0.992,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_7,C29_S3_N2_F,MM_400_ONT4,400,7.0,2.106,2.106,2.106,None,102.106,327.7,231.0,567.8,400.1,229.2,397.3,400.0,399.4,1.003,1.0,1.004,1.0,0.992,0.993,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_8,C29_S3_N2_F,MM_400_ONT4,400,8.0,2.107,2.107,2.107,None,102.107,328.4,230.9,567.7,400.0,229.7,398.0,400.0,399.6,1.006,1.0,1.004,1.0,0.995,0.995,1.0,0.999,0.0
C29_S3_N2_F_MM_400_ONT4_9,C29_S3_N2_F,MM_400_ONT4,400,9.0,2.108,2.108,2.108,None,102.108,328.2,230.9,567.2,400.0,230.4,398.9,400.0,399.7,1.005,1.0,1.003,1.0,0.998,0.997,1.0,0.999,0.0
C29_S3_N2_F_MM_400_ONT4_10,C29_S3_N2_F,MM_400_ONT4,400,10.0,2.109,2.109,2.109,None,102.109,327.1,230.9,566.3,400.0,230.7,399.7,400.0,399.9,1.002,1.0,1.001,1.0,0.999,0.999,1.0,1.0,0.0
C29_S3_N2_F_MM_400_ONT4_11,C29_S3_N2_F,MM_400_ONT4,400,11.0,2.11,2.11,2.11,None,102.11,326.7,230.9,565.9,400.0,230.9,399.9,400.0,400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
C29_S3_N2_F_MM_400_ONT4_12,C29_S3_N2_F,MM_400_ONT4,400,12.0,2.111,2.111,2.111,None,102.111,327.0,230.9,566.2,400.0,230.6,399.5,400.0,399.9,1.001,1.0,1.001,1.0,0.999,0.999,1.0,1.0,0.0
C29_S3_N2_F_MM_400_ONT4_13,C29_S3_N2_F,MM_400_ONT4,400,13.0,2.112,2.112,2.112,None,102.112,328.1,230.9,567.1,400.0,230.3,398.9,400.0,399.7,1.005,1.0,1.003,1.0,0.997,0.997,1.0,0.999,0.0
C29_S3_N2_F_MM_400_ONT4_14,C29_S3_N2_F,MM_400_ONT4,400,14.0,2.113,2.113,2.113,None,102.113,328.7,230.9,567.1,400.0,229.9,398.2,400.0,399.6,1.006,1.0,1.003,1.0,0.995,0.995,1.0,0.999,0.0
C29_S3_N2_F_MM_400_ONT4_15,C29_S3_N2_F,MM_400_ONT4,400,15.0,2.114,2.114,2.114,None,102.114,327.6,230.9,567.6,400.0,229.3,397.6,400.0,399.4,1.003,1.0,1.003,1.0,0.993,0.994,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_16,C29_S3_N2_F,MM_400_ONT4,400,16.0,2.115,2.115,2.115,None,102.115,327.9,230.9,567.7,400.0,228.8,396.5,400.0,399.3,1.004,1.0,1.004,1.0,0.991,0.991,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_17,C29_S3_N2_F,MM_400_ONT4,400,17.0,2.116,2.116,2.116,None,102.116,328.5,230.9,567.7,400.0,228.5,395.5,400.0,399.2,1.006,1.0,1.004,1.0,0.989,0.989,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_18,C29_S3_N2_F,MM_400_ONT4,400,18.0,2.117,2.117,2.117,None,102.117,328.8,230.9,567.7,400.0,228.4,395.0,400.0,399.1,1.007,1.0,1.004,1.0,0.989,0.988,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_19,C29_S3_N2_F,MM_400_ONT4,400,19.0,2.118,2.118,2.118,None,102.118,328.7,230.9,567.9,400.0,228.1,394.9,400.0,399.0,1.006,1.0,1.004,1.0,0.988,0.987,1.0,0.998,0.0
C29_S3_N2_F_MM_400_ONT4_20,C29_S3_N2_F,MM_400_ONT4,400,20.0,2.119,2.119,2.119,None,102.119,327.9,230.9,568.6,400.0,227.9,395.1,400.0,399.0,1.004,1.0,1.005,1.0,0.987,0.988,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_1,C29_S3_N2_F,MM_400_POC,400,1.0,2.1,2.1,2.1,None,102.1,327.5,230.9,567.7,400.0,227.9,394.9,400.0,399.0,1.003,1.0,1.004,1.0,0.987,0.987,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_2,C29_S3_N2_F,MM_400_POC,400,2.0,2.101,2.101,2.101,None,102.101,328.0,230.9,567.3,400.0,228.0,394.6,400.0,399.0,1.004,1.0,1.003,1.0,0.987,0.986,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_3,C29_S3_N2_F,MM_400_POC,400,3.0,2.102,2.102,2.102,None,102.102,328.5,230.9,567.6,400.0,228.2,394.6,400.0,399.1,1.006,1.0,1.003,1.0,0.988,0.986,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_4,C29_S3_N2_F,MM_400_POC,400,4.0,2.103,2.103,2.103,None,102.103,328.8,231.0,567.7,400.0,228.3,395.1,400.0,399.1,1.007,1.0,1.004,1.0,0.989,0.988,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_5,C29_S3_N2_F,MM_400_POC,400,5.0,2.104,2.104,2.104,None,102.104,328.7,231.0,567.9,400.0,228.5,395.8,400.0,399.2,1.006,1.0,1.004,1.0,0.989,0.99,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_6,C29_S3_N2_F,MM_400_POC,400,6.0,2.105,2.105,2.105,None,102.105,327.9,231.0,567.9,400.1,228.8,396.7,400.0,399.3,1.004,1.0,1.004,1.0,0.991,0.992,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_7,C29_S3_N2_F,MM_400_POC,400,7.0,2.106,2.106,2.106,None,102.106,327.7,231.0,567.8,400.1,229.2,397.3,400.0,399.4,1.003,1.0,1.004,1.0,0.992,0.993,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_8,C29_S3_N2_F,MM_400_POC,400,8.0,2.107,2.107,2.107,None,102.107,328.4,230.9,567.7,400.0,229.7,398.0,400.0,399.6,1.006,1.0,1.004,1.0,0.995,0.995,1.0,0.999,0.0
C29_S3_N2_F_MM_400_POC_9,C29_S3_N2_F,MM_400_POC,400,9.0,2.108,2.108,2.108,None,102.108,328.2,230.9,567.2,400.0,230.4,398.9,400.0,399.7,1.005,1.0,1.003,1.0,0.998,0.997,1.0,0.999,0.0
C29_S3_N2_F_MM_400_POC_10,C29_S3_N2_F,MM_400_POC,400,10.0,2.109,2.109,2.109,None,102.109,327.1,230.9,566.3,400.0,230.7,399.7,400.0,399.9,1.002,1.0,1.001,1.0,0.999,0.999,1.0,1.0,0.0
C29_S3_N2_F_MM_400_POC_11,C29_S3_N2_F,MM_400_POC,400,11.0,2.11,2.11,2.11,None,102.11,326.7,230.9,565.9,400.0,230.9,399.9,400.0,400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
C29_S3_N2_F_MM_400_POC_12,C29_S3_N2_F,MM_400_POC,400,12.0,2.111,2.111,2.111,None,102.111,327.0,230.9,566.2,400.0,230.6,399.5,400.0,399.9,1.001,1.0,1.001,1.0,0.999,0.999,1.0,1.0,0.0
C29_S3_N2_F_MM_400_POC_13,C29_S3_N2_F,MM_400_POC,400,13.0,2.112,2.112,2.112,None,102.112,328.1,230.9,567.1,400.0,230.3,398.9,400.0,399.7,1.005,1.0,1.003,1.0,0.997,0.997,1.0,0.999,0.0
C29_S3_N2_F_MM_400_POC_14,C29_S3_N2_F,MM_400_POC,400,14.0,2.113,2.113,2.113,None,102.113,328.7,230.9,567.1,400.0,229.9,398.2,400.0,399.6,1.006,1.0,1.003,1.0,0.995,0.995,1.0,0.999,0.0
C29_S3_N2_F_MM_400_POC_15,C29_S3_N2_F,MM_400_POC,400,15.0,2.114,2.114,2.114,None,102.114,327.6,230.9,567.6,400.0,229.3,397.6,400.0,399.4,1.003,1.0,1.003,1.0,0.993,0.994,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_16,C29_S3_N2_F,MM_400_POC,400,16.0,2.115,2.115,2.115,None,102.115,327.9,230.9,567.7,400.0,228.8,396.5,400.0,399.3,1.004,1.0,1.004,1.0,0.991,0.991,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_17,C29_S3_N2_F,MM_400_POC,400,17.0,2.116,2.116,2.116,None,102.116,328.5,230.9,567.7,400.0,228.5,395.5,400.0,399.2,1.006,1.0,1.004,1.0,0.989,0.989,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_18,C29_S3_N2_F,MM_400_POC,400,18.0,2.117,2.117,2.117,None,102.117,328.8,230.9,567.7,400.0,228.4,395.0,400.0,399.1,1.007,1.0,1.004,1.0,0.989,0.988,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_19,C29_S3_N2_F,MM_400_POC,400,19.0,2.118,2.118,2.118,None,102.118,328.7,230.9,567.9,400.0,228.1,394.9,400.0,399.0,1.006,1.0,1.004,1.0,0.988,0.987,1.0,0.998,0.0
C29_S3_N2_F_MM_400_POC_20,C29_S3_N2_F,MM_400_POC,400,20.0,2.119,2.119,2.119,None,102.119,327.9,230.9,568.6,400.0,227.9,395.1,400.0,399.0,1.004,1.0,1.005,1.0,0.987,0.988,1.0,0.998,0.0
C29_S3_N2_F_MM_66_OFT1_1,C29_S3_N2_F,MM_66_OFT1,66,1.0,2.1,2.1,2.1,None,102.1,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_2,C29_S3_N2_F,MM_66_OFT1,66,2.0,2.101,2.101,2.101,None,102.101,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_3,C29_S3_N2_F,MM_66_OFT1,66,3.0,2.102,2.102,2.102,None,102.102,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_4,C29_S3_N2_F,MM_66_OFT1,66,4.0,2.103,2.103,2.103,None,102.103,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_5,C29_S3_N2_F,MM_66_OFT1,66,5.0,2.104,2.104,2.104,None,102.104,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_6,C29_S3_N2_F,MM_66_OFT1,66,6.0,2.105,2.105,2.105,None,102.105,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_7,C29_S3_N2_F,MM_66_OFT1,66,7.0,2.106,2.106,2.106,None,102.106,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_8,C29_S3_N2_F,MM_66_OFT1,66,8.0,2.107,2.107,2.107,None,102.107,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_9,C29_S3_N2_F,MM_66_OFT1,66,9.0,2.108,2.108,2.108,None,102.108,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_10,C29_S3_N2_F,MM_66_OFT1,66,10.0,2.109,2.109,2.109,None,102.109,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_11,C29_S3_N2_F,MM_66_OFT1,66,11.0,2.11,2.11,2.11,None,102.11,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_12,C29_S3_N2_F,MM_66_OFT1,66,12.0,2.111,2.111,2.111,None,102.111,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_13,C29_S3_N2_F,MM_66_OFT1,66,13.0,2.112,2.112,2.112,None,102.112,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_14,C29_S3_N2_F,MM_66_OFT1,66,14.0,2.113,2.113,2.113,None,102.113,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_15,C29_S3_N2_F,MM_66_OFT1,66,15.0,2.114,2.114,2.114,None,102.114,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_16,C29_S3_N2_F,MM_66_OFT1,66,16.0,2.115,2.115,2.115,None,102.115,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_17,C29_S3_N2_F,MM_66_OFT1,66,17.0,2.116,2.116,2.116,None,102.116,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_18,C29_S3_N2_F,MM_66_OFT1,66,18.0,2.117,2.117,2.117,None,102.117,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_19,C29_S3_N2_F,MM_66_OFT1,66,19.0,2.118,2.118,2.118,None,102.118,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT1_20,C29_S3_N2_F,MM_66_OFT1,66,20.0,2.119,2.119,2.119,None,102.119,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_1,C29_S3_N2_F,MM_66_OFT2,66,1.0,2.1,2.1,2.1,None,102.1,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_2,C29_S3_N2_F,MM_66_OFT2,66,2.0,2.101,2.101,2.101,None,102.101,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_3,C29_S3_N2_F,MM_66_OFT2,66,3.0,2.102,2.102,2.102,None,102.102,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_4,C29_S3_N2_F,MM_66_OFT2,66,4.0,2.103,2.103,2.103,None,102.103,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_5,C29_S3_N2_F,MM_66_OFT2,66,5.0,2.104,2.104,2.104,None,102.104,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_6,C29_S3_N2_F,MM_66_OFT2,66,6.0,2.105,2.105,2.105,None,102.105,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_7,C29_S3_N2_F,MM_66_OFT2,66,7.0,2.106,2.106,2.106,None,102.106,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_8,C29_S3_N2_F,MM_66_OFT2,66,8.0,2.107,2.107,2.107,None,102.107,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_9,C29_S3_N2_F,MM_66_OFT2,66,9.0,2.108,2.108,2.108,None,102.108,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_10,C29_S3_N2_F,MM_66_OFT2,66,10.0,2.109,2.109,2.109,None,102.109,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_11,C29_S3_N2_F,MM_66_OFT2,66,11.0,2.11,2.11,2.11,None,102.11,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_12,C29_S3_N2_F,MM_66_OFT2,66,12.0,2.111,2.111,2.111,None,102.111,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_13,C29_S3_N2_F,MM_66_OFT2,66,13.0,2.112,2.112,2.112,None,102.112,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_14,C29_S3_N2_F,MM_66_OFT2,66,14.0,2.113,2.113,2.113,None,102.113,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_15,C29_S3_N2_F,MM_66_OFT2,66,15.0,2.114,2.114,2.114,None,102.114,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_16,C29_S3_N2_F,MM_66_OFT2,66,16.0,2.115,2.115,2.115,None,102.115,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_17,C29_S3_N2_F,MM_66_OFT2,66,17.0,2.116,2.116,2.116,None,102.116,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_18,C29_S3_N2_F,MM_66_OFT2,66,18.0,2.117,2.117,2.117,None,102.117,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_19,C29_S3_N2_F,MM_66_OFT2,66,19.0,2.118,2.118,2.118,None,102.118,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT2_20,C29_S3_N2_F,MM_66_OFT2,66,20.0,2.119,2.119,2.119,None,102.119,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_1,C29_S3_N2_F,MM_66_OFT3,66,1.0,2.1,2.1,2.1,None,102.1,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_2,C29_S3_N2_F,MM_66_OFT3,66,2.0,2.101,2.101,2.101,None,102.101,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_3,C29_S3_N2_F,MM_66_OFT3,66,3.0,2.102,2.102,2.102,None,102.102,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_4,C29_S3_N2_F,MM_66_OFT3,66,4.0,2.103,2.103,2.103,None,102.103,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_5,C29_S3_N2_F,MM_66_OFT3,66,5.0,2.104,2.104,2.104,None,102.104,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_6,C29_S3_N2_F,MM_66_OFT3,66,6.0,2.105,2.105,2.105,None,102.105,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_7,C29_S3_N2_F,MM_66_OFT3,66,7.0,2.106,2.106,2.106,None,102.106,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_8,C29_S3_N2_F,MM_66_OFT3,66,8.0,2.107,2.107,2.107,None,102.107,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_9,C29_S3_N2_F,MM_66_OFT3,66,9.0,2.108,2.108,2.108,None,102.108,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_10,C29_S3_N2_F,MM_66_OFT3,66,10.0,2.109,2.109,2.109,None,102.109,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_11,C29_S3_N2_F,MM_66_OFT3,66,11.0,2.11,2.11,2.11,None,102.11,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_12,C29_S3_N2_F,MM_66_OFT3,66,12.0,2.111,2.111,2.111,None,102.111,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_13,C29_S3_N2_F,MM_66_OFT3,66,13.0,2.112,2.112,2.112,None,102.112,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_14,C29_S3_N2_F,MM_66_OFT3,66,14.0,2.113,2.113,2.113,None,102.113,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_15,C29_S3_N2_F,MM_66_OFT3,66,15.0,2.114,2.114,2.114,None,102.114,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_16,C29_S3_N2_F,MM_66_OFT3,66,16.0,2.115,2.115,2.115,None,102.115,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_17,C29_S3_N2_F,MM_66_OFT3,66,17.0,2.116,2.116,2.116,None,102.116,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_18,C29_S3_N2_F,MM_66_OFT3,66,18.0,2.117,2.117,2.117,None,102.117,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_19,C29_S3_N2_F,MM_66_OFT3,66,19.0,2.118,2.118,2.118,None,102.118,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT3_20,C29_S3_N2_F,MM_66_OFT3,66,20.0,2.119,2.119,2.119,None,102.119,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S3_N2_F_MM_66_OFT4_1,C29_S3_N2_F,MM_66_OFT4,66,1.0,2.1,2.1,2.1,None,102.1,60.0,37.5,101.3,64.1,0.1,0.1,0.1,63.2,1.113,0.984,1.085,0.971,0.003,0.002,0.002,0.958,0.0
C29_S3_N2_F_MM_66_OFT4_2,C29_S3_N2_F,MM_66_OFT4,66,2.0,2.101,2.101,2.101,None,102.101,60.0,37.5,100.1,64.7,0.1,0.1,0.1,63.3,1.113,0.984,1.072,0.98,0.003,0.002,0.002,0.959,0.0
C29_S3_N2_F_MM_66_OFT4_3,C29_S3_N2_F,MM_66_OFT4,66,3.0,2.102,2.102,2.102,None,102.102,60.8,37.5,101.5,65.3,0.1,0.1,0.1,63.6,1.128,0.984,1.087,0.989,0.003,0.002,0.002,0.964,0.0
